DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Year,Month,Hour
2020-12-27,35,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,2020,2020-12-01,0
2020-01-25,1200,Hollenbeck,BATTERY - SIMPLE ASSAULT,15,F,H,2020,2020-01-01,12
2020-12-26,1400,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,F,B,2020,2020-12-01,14
2020-12-26,1945,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,B,2020,2020-12-01,19
2020-12-25,2100,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,H,2020,2020-12-01,21
2020-12-22,1700,Southwest,BATTERY - SIMPLE ASSAULT,60,F,B,2020,2020-12-01,17
2020-12-27,1015,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,W,2020,2020-12-01,10
2020-06-29,1540,Southwest,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-06-01,15
2020-12-04,1935,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-12-01,19
2020-12-21,1330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,H,2020,2020-12-01,13
2020-12-10,1,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-12-01,0
2020-11-28,1040,Harbor,BATTERY - SIMPLE ASSAULT,56,M,H,2020,2020-11-01,10
2020-12-27,1415,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,H,2020,2020-12-01,14
2020-12-27,250,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,2020,2020-12-01,2
2020-12-17,1630,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,2020,2020-12-01,16
2020-12-27,1,Hollenbeck,BATTERY - SIMPLE ASSAULT,36,F,H,2020,2020-12-01,0
2020-11-19,1700,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,H,2020,2020-11-01,17
2020-12-05,1100,Hollenbeck,BATTERY - SIMPLE ASSAULT,34,M,H,2020,2020-12-01,11
2020-12-19,940,Hollenbeck,BATTERY - SIMPLE ASSAULT,16,F,H,2020,2020-12-01,9
2020-12-21,1920,Hollenbeck,BATTERY - SIMPLE ASSAULT,44,M,H,2020,2020-12-01,19
2020-12-22,1106,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,B,2020,2020-12-01,11
2020-12-21,2005,Hollenbeck,BATTERY - SIMPLE ASSAULT,25,M,H,2020,2020-12-01,20
2020-12-23,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,H,2020,2020-12-01,14
2020-12-19,1050,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,2020,2020-12-01,10
2020-12-08,930,Southwest,BATTERY - SIMPLE ASSAULT,81,F,H,2020,2020-12-01,9
2020-10-03,1600,Hollenbeck,BATTERY - SIMPLE ASSAULT,73,F,H,2020,2020-10-01,16
2020-12-23,2145,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2020,2020-12-01,21
2020-12-23,1615,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,F,H,2020,2020-12-01,16
2020-07-16,1000,Hollenbeck,BATTERY - SIMPLE ASSAULT,41,F,H,2020,2020-07-01,10
2020-12-17,1745,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,2020,2020-12-01,17
2020-12-23,1615,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,H,2020,2020-12-01,16
2020-12-18,1645,Southwest,BATTERY - SIMPLE ASSAULT,33,F,B,2020,2020-12-01,16
2020-12-27,230,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-12-01,2
2020-12-16,1000,Southwest,BATTERY - SIMPLE ASSAULT,60,F,W,2020,2020-12-01,10
2020-12-19,1601,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,B,2020,2020-12-01,16
2020-12-17,1945,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-12-01,19
2020-12-13,1330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,M,H,2020,2020-12-01,13
2020-12-21,2005,Hollenbeck,BATTERY - SIMPLE ASSAULT,56,M,H,2020,2020-12-01,20
2020-12-17,1400,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,2020,2020-12-01,14
2020-09-12,700,Hollenbeck,BATTERY - SIMPLE ASSAULT,60,F,H,2020,2020-09-01,7
2020-10-03,1600,Hollenbeck,BATTERY - SIMPLE ASSAULT,70,M,H,2020,2020-10-01,16
2020-12-20,2130,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,B,2020,2020-12-01,21
2020-11-10,1430,Southwest,BATTERY - SIMPLE ASSAULT,36,F,B,2020,2020-11-01,14
2020-09-12,700,Hollenbeck,BATTERY - SIMPLE ASSAULT,45,F,H,2020,2020-09-01,7
2020-12-19,230,Hollenbeck,BATTERY - SIMPLE ASSAULT,23,F,B,2020,2020-12-01,2
2020-09-02,1800,Southwest,BATTERY - SIMPLE ASSAULT,43,F,B,2020,2020-09-01,18
2020-12-25,2325,Southwest,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-12-01,23
2020-12-29,2215,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,F,B,2020,2020-12-01,22
2020-12-29,2050,Hollenbeck,BATTERY - SIMPLE ASSAULT,27,M,H,2020,2020-12-01,20
2020-12-14,930,Hollenbeck,BATTERY - SIMPLE ASSAULT,21,F,H,2020,2020-12-01,9
2020-12-23,930,Southwest,BATTERY - SIMPLE ASSAULT,37,F,B,2020,2020-12-01,9
2020-11-26,1800,Harbor,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-11-01,18
2020-12-22,1810,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-12-01,18
2020-09-27,1155,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,2020,2020-09-01,11
2020-12-29,2050,Hollenbeck,BATTERY - SIMPLE ASSAULT,61,M,H,2020,2020-12-01,20
2020-12-30,2255,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-12-01,22
2020-12-26,1905,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,H,2020,2020-12-01,19
2020-12-24,930,Southwest,BATTERY - SIMPLE ASSAULT,56,M,B,2020,2020-12-01,9
2020-12-27,1425,Hollenbeck,BATTERY - SIMPLE ASSAULT,53,F,H,2020,2020-12-01,14
2020-12-28,1630,Hollenbeck,BATTERY - SIMPLE ASSAULT,55,M,H,2020,2020-12-01,16
2020-12-22,1455,Southwest,BATTERY - SIMPLE ASSAULT,31,F,O,2020,2020-12-01,14
2020-12-09,850,Southwest,BATTERY - SIMPLE ASSAULT,35,F,B,2020,2020-12-01,8
2020-12-29,2215,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,B,2020,2020-12-01,22
2020-08-02,750,Southwest,BATTERY - SIMPLE ASSAULT,48,M,H,2020,2020-08-01,7
2020-11-26,1800,Harbor,BATTERY - SIMPLE ASSAULT,24,F,B,2020,2020-11-01,18
2020-12-13,1330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",13,F,H,2020,2020-12-01,13
2020-07-26,1540,Southwest,BATTERY - SIMPLE ASSAULT,59,M,B,2020,2020-07-01,15
2020-11-29,115,Hollenbeck,BATTERY - SIMPLE ASSAULT,14,F,H,2020,2020-11-01,1
2020-06-04,1550,Southwest,BATTERY - SIMPLE ASSAULT,61,F,H,2020,2020-06-01,15
2020-12-31,1250,Southwest,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-12-01,12
2020-12-23,1400,Hollenbeck,BATTERY - SIMPLE ASSAULT,47,F,H,2020,2020-12-01,14
2020-12-07,250,Southwest,BATTERY - SIMPLE ASSAULT,45,M,W,2020,2020-12-01,2
2020-11-29,115,Hollenbeck,BATTERY - SIMPLE ASSAULT,17,M,H,2020,2020-11-01,1
2020-12-30,1600,Hollenbeck,BATTERY - SIMPLE ASSAULT,49,F,H,2020,2020-12-01,16
2020-12-23,1135,Southwest,BATTERY - SIMPLE ASSAULT,55,M,H,2020,2020-12-01,11
2020-12-27,2150,Hollenbeck,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-12-01,21
2020-06-05,1635,Southwest,BATTERY - SIMPLE ASSAULT,66,M,B,2020,2020-06-01,16
2020-03-20,1915,Harbor,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-03-01,19
2020-05-19,1530,Southwest,BATTERY - SIMPLE ASSAULT,39,M,B,2020,2020-05-01,15
2020-11-27,1240,Southwest,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-11-01,12
2020-12-11,1306,Southwest,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-12-01,13
2020-09-25,910,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,H,2020,2020-09-01,9
2020-08-29,2000,Hollenbeck,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-08-01,20
2020-07-03,1030,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,2020,2020-07-01,10
2020-11-20,1100,Southwest,BATTERY - SIMPLE ASSAULT,38,M,H,2020,2020-11-01,11
2020-06-17,1730,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,2020,2020-06-01,17
2020-09-06,2020,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-09-01,20
2020-11-27,1245,Southwest,BATTERY - SIMPLE ASSAULT,31,M,W,2020,2020-11-01,12
2020-08-01,1700,Hollenbeck,BATTERY - SIMPLE ASSAULT,17,M,H,2020,2020-08-01,17
2020-09-01,1030,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,B,2020,2020-09-01,10
2020-08-31,845,Southwest,BATTERY - SIMPLE ASSAULT,53,F,W,2020,2020-08-01,8
2020-12-02,913,Southwest,BATTERY - SIMPLE ASSAULT,36,M,H,2020,2020-12-01,9
2020-09-19,1900,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,H,2020,2020-09-01,19
2020-12-08,1530,Hollenbeck,BATTERY - SIMPLE ASSAULT,58,F,H,2020,2020-12-01,15
2020-12-28,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,H,2020,2020-12-01,14
2020-07-17,1715,Southwest,BATTERY - SIMPLE ASSAULT,31,M,B,2020,2020-07-01,17
2020-12-03,2230,Southwest,BATTERY - SIMPLE ASSAULT,39,M,O,2020,2020-12-01,22
2020-12-03,1310,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,H,2020,2020-12-01,13
2020-07-26,945,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,B,2020,2020-07-01,9
2020-11-16,1445,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-11-01,14
2020-06-19,1430,Southwest,BATTERY - SIMPLE ASSAULT,64,F,B,2020,2020-06-01,14
2020-06-22,1100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,H,2020,2020-06-01,11
2020-01-17,1610,Harbor,BATTERY - SIMPLE ASSAULT,13,F,H,2020,2020-01-01,16
2020-11-15,340,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,H,2020,2020-11-01,3
2020-10-11,1530,Southwest,BATTERY - SIMPLE ASSAULT,14,M,B,2020,2020-10-01,15
2020-10-26,400,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,H,2020,2020-10-01,4
2020-12-23,1955,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,2020,2020-12-01,19
2020-07-10,2250,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,H,2020,2020-07-01,22
2020-12-20,250,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,B,2020,2020-12-01,2
2020-11-29,2100,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,W,2020,2020-11-01,21
2020-10-11,1530,Southwest,BATTERY - SIMPLE ASSAULT,44,F,B,2020,2020-10-01,15
2020-10-16,730,Southwest,BATTERY - SIMPLE ASSAULT,58,M,B,2020,2020-10-01,7
2020-10-11,1530,Southwest,BATTERY - SIMPLE ASSAULT,26,F,B,2020,2020-10-01,15
2020-09-18,1730,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,F,B,2020,2020-09-01,17
2020-09-10,850,Southwest,BATTERY - SIMPLE ASSAULT,42,F,B,2020,2020-09-01,8
2020-12-16,2115,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-12-01,21
2020-11-03,330,Southwest,BATTERY - SIMPLE ASSAULT,31,F,B,2020,2020-11-01,3
2020-01-31,1125,Hollenbeck,BATTERY - SIMPLE ASSAULT,50,M,H,2020,2020-01-01,11
2020-08-08,1040,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,F,H,2020,2020-08-01,10
2020-12-04,1800,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,F,B,2020,2020-12-01,18
2020-01-14,1345,Hollenbeck,BATTERY - SIMPLE ASSAULT,56,M,W,2020,2020-01-01,13
2020-09-04,935,Southwest,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-09-01,9
2020-11-27,130,Hollenbeck,BATTERY - SIMPLE ASSAULT,22,F,H,2020,2020-11-01,1
2020-12-04,1800,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,F,B,2020,2020-12-01,18
2020-12-04,1800,Southwest,BATTERY - SIMPLE ASSAULT,18,F,B,2020,2020-12-01,18
2020-09-18,2305,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,B,2020,2020-09-01,23
2020-09-04,935,Southwest,BATTERY - SIMPLE ASSAULT,65,F,B,2020,2020-09-01,9
2020-12-23,2250,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,B,2020,2020-12-01,22
2020-10-25,1330,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,B,2020,2020-10-01,13
2020-11-09,2200,Hollenbeck,BATTERY - SIMPLE ASSAULT,46,F,W,2020,2020-11-01,22
2020-07-04,1530,Southeast,BATTERY - SIMPLE ASSAULT,30,M,H,2020,2020-07-01,15
2020-12-04,1800,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,2020,2020-12-01,18
2020-11-08,630,Southwest,BATTERY - SIMPLE ASSAULT,51,F,B,2020,2020-11-01,6
2020-11-22,1830,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,F,B,2020,2020-11-01,18
2020-07-31,630,Hollenbeck,BATTERY - SIMPLE ASSAULT,61,M,H,2020,2020-07-01,6
2020-09-07,2210,Hollenbeck,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-09-01,22
2020-02-28,1510,Hollenbeck,BATTERY - SIMPLE ASSAULT,14,F,H,2020,2020-02-01,15
2020-12-17,1900,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-12-01,19
2020-07-11,15,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,M,H,2020,2020-07-01,0
2020-09-10,310,Hollenbeck,BATTERY - SIMPLE ASSAULT,38,M,H,2020,2020-09-01,3
2020-10-07,800,Hollenbeck,BATTERY - SIMPLE ASSAULT,37,M,H,2020,2020-10-01,8
2020-12-07,1735,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,H,2020,2020-12-01,17
2020-11-11,1230,Hollenbeck,BATTERY - SIMPLE ASSAULT,82,M,H,2020,2020-11-01,12
2020-01-08,2230,Southwest,BATTERY - SIMPLE ASSAULT,19,M,H,2020,2020-01-01,22
2020-07-26,920,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,2020,2020-07-01,9
2020-10-01,1250,Hollenbeck,BATTERY - SIMPLE ASSAULT,75,F,H,2020,2020-10-01,12
2020-12-15,1100,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,B,2020,2020-12-01,11
2020-08-12,1700,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,F,H,2020,2020-08-01,17
2020-11-14,330,Hollenbeck,BATTERY - SIMPLE ASSAULT,36,M,H,2020,2020-11-01,3
2020-11-08,1015,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,2020,2020-11-01,10
2020-10-31,1330,Hollenbeck,BATTERY - SIMPLE ASSAULT,54,F,H,2020,2020-10-01,13
2020-12-20,1508,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,2020,2020-12-01,15
2020-12-08,200,Hollenbeck,BATTERY - SIMPLE ASSAULT,36,M,H,2020,2020-12-01,2
2020-12-12,1055,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,W,2020,2020-12-01,10
2020-10-22,1313,Southwest,BATTERY - SIMPLE ASSAULT,36,M,O,2020,2020-10-01,13
2020-10-19,845,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,B,2020,2020-10-01,8
2020-10-31,1330,Hollenbeck,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-10-01,13
2020-08-18,445,Hollenbeck,BATTERY - SIMPLE ASSAULT,17,F,W,2020,2020-08-01,4
2020-10-05,1754,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,B,2020,2020-10-01,17
2020-09-25,750,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,2020,2020-09-01,7
2020-01-19,2000,Van Nuys,BATTERY - SIMPLE ASSAULT,61,M,B,2020,2020-01-01,20
2020-12-17,2325,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,H,2020,2020-12-01,23
2020-11-26,2100,Hollenbeck,BATTERY - SIMPLE ASSAULT,45,F,H,2020,2020-11-01,21
2020-08-01,1820,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,2020,2020-08-01,18
2020-08-07,1440,Hollenbeck,BATTERY - SIMPLE ASSAULT,40,F,H,2020,2020-08-01,14
2020-09-01,900,Hollenbeck,BATTERY - SIMPLE ASSAULT,40,F,H,2020,2020-09-01,9
2020-03-11,1115,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,F,H,2020,2020-03-01,11
2020-05-11,214,Hollenbeck,BATTERY - SIMPLE ASSAULT,66,M,H,2020,2020-05-01,2
2020-08-07,1440,Hollenbeck,BATTERY - SIMPLE ASSAULT,47,F,H,2020,2020-08-01,14
2020-11-05,1755,Southwest,BATTERY - SIMPLE ASSAULT,39,M,H,2020,2020-11-01,17
2020-04-09,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,F,B,2020,2020-04-01,14
2020-06-27,1800,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,M,H,2020,2020-06-01,18
2020-08-01,2145,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,2020,2020-08-01,21
2020-12-14,1700,Southwest,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-12-01,17
2020-12-13,1945,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,2020,2020-12-01,19
2020-07-02,1610,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,B,2020,2020-07-01,16
2020-12-13,1945,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,H,2020,2020-12-01,19
2020-07-05,415,Topanga,BATTERY - SIMPLE ASSAULT,54,F,H,2020,2020-07-01,4
2020-07-10,700,Topanga,BATTERY - SIMPLE ASSAULT,70,M,B,2020,2020-07-01,7
2020-09-11,2030,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,X,2020,2020-09-01,20
2020-03-04,1930,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,F,W,2020,2020-03-01,19
2020-03-11,1730,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,B,2020,2020-03-01,17
2020-08-07,1845,Topanga,BATTERY - SIMPLE ASSAULT,47,M,W,2020,2020-08-01,18
2020-11-14,2050,Topanga,BATTERY - SIMPLE ASSAULT,57,F,A,2020,2020-11-01,20
2020-12-08,815,Southeast,BATTERY - SIMPLE ASSAULT,29,M,B,2020,2020-12-01,8
2020-03-07,1900,Topanga,BATTERY - SIMPLE ASSAULT,27,F,B,2020,2020-03-01,19
2020-01-05,2045,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,B,2020,2020-01-01,20
2020-08-31,1200,Southeast,BATTERY - SIMPLE ASSAULT,42,F,H,2020,2020-08-01,12
2020-07-27,2125,Southeast,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-07-01,21
2020-05-17,1000,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,H,2020,2020-05-01,10
2020-10-12,2215,Southeast,BATTERY - SIMPLE ASSAULT,42,F,H,2020,2020-10-01,22
2020-12-06,1820,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-12-01,18
2020-05-03,1,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,B,2020,2020-05-01,0
2020-11-27,1800,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,F,O,2020,2020-11-01,18
2020-12-21,1630,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,F,B,2020,2020-12-01,16
2020-09-12,1630,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,2020,2020-09-01,16
2020-10-15,2145,Topanga,BATTERY - SIMPLE ASSAULT,29,M,O,2020,2020-10-01,21
2020-08-14,2350,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,W,2020,2020-08-01,23
2020-11-02,825,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,B,2020,2020-11-01,8
2020-08-13,1,Southeast,BATTERY - SIMPLE ASSAULT,55,M,B,2020,2020-08-01,0
2020-10-20,1517,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,2020,2020-10-01,15
2020-04-14,1745,Topanga,BATTERY - SIMPLE ASSAULT,29,M,B,2020,2020-04-01,17
2020-04-05,1300,Southeast,BATTERY - SIMPLE ASSAULT,26,F,H,2020,2020-04-01,13
2020-06-23,1250,Topanga,BATTERY - SIMPLE ASSAULT,52,F,W,2020,2020-06-01,12
2020-10-30,1330,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,2020,2020-10-01,13
2020-06-13,1800,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,2020,2020-06-01,18
2020-05-04,1350,Southeast,BATTERY - SIMPLE ASSAULT,57,M,B,2020,2020-05-01,13
2020-06-29,1600,Southeast,BATTERY - SIMPLE ASSAULT,48,F,H,2020,2020-06-01,16
2020-02-18,1900,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,A,2020,2020-02-01,19
2020-04-02,400,Southeast,BATTERY - SIMPLE ASSAULT,22,M,H,2020,2020-04-01,4
2020-11-18,1530,Southeast,BATTERY - SIMPLE ASSAULT,19,F,B,2020,2020-11-01,15
2020-10-20,1415,Southeast,BATTERY - SIMPLE ASSAULT,53,M,H,2020,2020-10-01,14
2020-09-22,1600,Southeast,BATTERY - SIMPLE ASSAULT,29,M,H,2020,2020-09-01,16
2020-10-11,1615,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,B,2020,2020-10-01,16
2020-08-03,1230,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,B,2020,2020-08-01,12
2020-01-03,1715,Topanga,BATTERY - SIMPLE ASSAULT,21,F,W,2020,2020-01-01,17
2020-05-17,1019,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,F,H,2020,2020-05-01,10
2020-08-07,2200,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,F,B,2020,2020-08-01,22
2020-03-28,2200,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,2020,2020-03-01,22
2020-06-14,1400,Southeast,BATTERY - SIMPLE ASSAULT,23,M,B,2020,2020-06-01,14
2020-06-14,515,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,B,2020,2020-06-01,5
2020-01-28,600,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,W,2020,2020-01-01,6
2020-04-05,2030,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,F,B,2020,2020-04-01,20
2020-07-07,2320,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,B,2020,2020-07-01,23
2020-06-18,1730,Topanga,BATTERY - SIMPLE ASSAULT,29,F,O,2020,2020-06-01,17
2020-02-15,2200,Topanga,BATTERY - SIMPLE ASSAULT,43,F,W,2020,2020-02-01,22
2020-10-16,2043,Topanga,BATTERY - SIMPLE ASSAULT,21,F,H,2020,2020-10-01,20
2020-09-14,1900,Southeast,BATTERY - SIMPLE ASSAULT,57,M,B,2020,2020-09-01,19
2020-04-14,1745,Topanga,BATTERY - SIMPLE ASSAULT,36,M,H,2020,2020-04-01,17
2020-11-10,2215,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,M,B,2020,2020-11-01,22
2020-05-20,2145,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-05-01,21
