DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Year,Month,Hour
2020-01-08,2230,Southwest,BATTERY - SIMPLE ASSAULT,36,F,B,2020,2020-01-01,22
2020-10-15,2000,West LA,BATTERY - SIMPLE ASSAULT,50,F,W,2020,2020-10-01,20
2020-08-27,1255,Van Nuys,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-08-01,12
2020-06-20,1000,West LA,BATTERY - SIMPLE ASSAULT,78,F,W,2020,2020-06-01,10
2020-06-23,2200,West LA,BATTERY - SIMPLE ASSAULT,24,M,W,2020,2020-06-01,22
2020-02-16,2350,Wilshire,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-02-01,23
2020-03-26,1435,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,2020,2020-03-01,14
2020-12-12,15,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,H,2020,2020-12-01,0
2020-02-11,230,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-02-01,2
2020-07-29,2010,West LA,BATTERY - SIMPLE ASSAULT,71,M,A,2020,2020-07-01,20
2020-03-02,2030,West Valley,BATTERY - SIMPLE ASSAULT,34,F,H,2020,2020-03-01,20
2020-11-20,1130,Van Nuys,BATTERY - SIMPLE ASSAULT,33,F,W,2020,2020-11-01,11
2020-08-06,2300,Hollywood,BATTERY - SIMPLE ASSAULT,19,F,B,2020,2020-08-01,23
2020-11-29,1900,Harbor,BATTERY - SIMPLE ASSAULT,41,M,H,2020,2020-11-01,19
2020-07-20,750,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,B,2020,2020-07-01,7
2020-07-05,1100,Southeast,BATTERY - SIMPLE ASSAULT,22,F,B,2020,2020-07-01,11
2020-11-26,1820,Hollenbeck,BATTERY - SIMPLE ASSAULT,28,F,H,2020,2020-11-01,18
2020-11-13,200,West LA,BATTERY - SIMPLE ASSAULT,50,M,O,2020,2020-11-01,2
2020-07-12,2230,Van Nuys,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-07-01,22
2020-05-27,2110,Southwest,BATTERY - SIMPLE ASSAULT,30,M,B,2020,2020-05-01,21
2020-09-19,1015,Hollenbeck,BATTERY - SIMPLE ASSAULT,41,M,H,2020,2020-09-01,10
2020-05-28,1453,Wilshire,BATTERY - SIMPLE ASSAULT,31,F,W,2020,2020-05-01,14
2020-12-12,15,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,M,O,2020,2020-12-01,0
2020-12-01,235,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,F,A,2020,2020-12-01,2
2020-03-07,1130,Hollenbeck,BATTERY - SIMPLE ASSAULT,81,M,H,2020,2020-03-01,11
2020-05-30,2025,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,F,B,2020,2020-05-01,20
2020-10-09,220,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,B,2020,2020-10-01,2
2020-10-12,1230,Harbor,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-10-01,12
2020-03-22,1600,Hollenbeck,BATTERY - SIMPLE ASSAULT,24,M,H,2020,2020-03-01,16
2020-10-08,230,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,W,2020,2020-10-01,2
2020-01-01,930,Southwest,BATTERY - SIMPLE ASSAULT,29,F,B,2020,2020-01-01,9
2020-01-04,2240,Southwest,BATTERY - SIMPLE ASSAULT,31,M,B,2020,2020-01-01,22
2020-01-22,900,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,2020,2020-01-01,9
2020-01-01,930,Southwest,BATTERY - SIMPLE ASSAULT,40,M,W,2020,2020-01-01,9
2020-01-02,440,Southwest,BATTERY - SIMPLE ASSAULT,27,M,W,2020,2020-01-01,4
2020-01-01,1530,Southwest,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-01-01,15
2020-01-01,2300,Southwest,BATTERY - SIMPLE ASSAULT,23,F,B,2020,2020-01-01,23
2020-01-02,1915,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-01-01,19
2020-01-02,1915,Southwest,BATTERY - SIMPLE ASSAULT,45,M,H,2020,2020-01-01,19
2020-01-02,1415,Southwest,BATTERY - SIMPLE ASSAULT,53,F,B,2020,2020-01-01,14
2020-01-03,1755,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,A,2020,2020-01-01,17
2020-01-03,1830,Southwest,BATTERY - SIMPLE ASSAULT,33,M,A,2020,2020-01-01,18
2020-01-03,30,Southwest,BATTERY - SIMPLE ASSAULT,66,M,B,2020,2020-01-01,0
2020-01-04,52,Southwest,BATTERY - SIMPLE ASSAULT,27,M,W,2020,2020-01-01,0
2020-10-09,1330,West LA,BATTERY - SIMPLE ASSAULT,29,F,W,2020,2020-10-01,13
2020-01-03,1,Southwest,BATTERY - SIMPLE ASSAULT,64,M,W,2020,2020-01-01,0
2020-01-03,1200,Southwest,BATTERY - SIMPLE ASSAULT,38,F,B,2020,2020-01-01,12
2020-01-04,1100,Southwest,BATTERY - SIMPLE ASSAULT,69,F,B,2020,2020-01-01,11
2020-01-04,2330,Southwest,BATTERY - SIMPLE ASSAULT,27,F,B,2020,2020-01-01,23
2020-01-04,1630,Southwest,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-01-01,16
2020-01-04,1630,Southwest,BATTERY - SIMPLE ASSAULT,24,F,H,2020,2020-01-01,16
2020-01-04,1030,Southwest,BATTERY - SIMPLE ASSAULT,49,F,B,2020,2020-01-01,10
2020-01-04,1815,Southwest,BATTERY - SIMPLE ASSAULT,46,F,H,2020,2020-01-01,18
2020-01-04,2040,Southwest,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-01-01,20
2020-01-05,1600,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,H,2020,2020-01-01,16
2020-01-05,1530,Southwest,BATTERY - SIMPLE ASSAULT,50,F,B,2020,2020-01-01,15
2020-01-04,1815,Southwest,BATTERY - SIMPLE ASSAULT,45,M,H,2020,2020-01-01,18
2020-01-04,1200,Southwest,BATTERY - SIMPLE ASSAULT,26,F,B,2020,2020-01-01,12
2020-01-04,1200,Southwest,BATTERY - SIMPLE ASSAULT,44,M,B,2020,2020-01-01,12
2020-01-06,1230,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,H,2020,2020-01-01,12
2020-01-05,2200,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,W,2020,2020-01-01,22
2020-01-06,805,Southwest,BATTERY - SIMPLE ASSAULT,60,F,O,2020,2020-01-01,8
2020-01-06,1230,Southwest,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-01-01,12
2020-01-06,1845,Southwest,BATTERY - SIMPLE ASSAULT,50,F,H,2020,2020-01-01,18
2020-01-06,1815,Southwest,"BUNCO, ATTEMPT",35,M,H,2020,2020-01-01,18
2020-01-04,30,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,2020,2020-01-01,0
2020-01-05,1530,Southwest,BATTERY - SIMPLE ASSAULT,62,F,B,2020,2020-01-01,15
2020-05-20,630,Southwest,BATTERY - SIMPLE ASSAULT,60,M,B,2020,2020-05-01,6
2020-01-07,1850,Southwest,BATTERY - SIMPLE ASSAULT,34,F,B,2020,2020-01-01,18
2020-01-07,1350,Southwest,BATTERY - SIMPLE ASSAULT,40,M,H,2020,2020-01-01,13
2020-01-06,1815,Southwest,BATTERY - SIMPLE ASSAULT,52,F,H,2020,2020-01-01,18
2020-01-05,1320,Southwest,BATTERY - SIMPLE ASSAULT,49,M,B,2020,2020-01-01,13
2020-01-08,1100,Southwest,BATTERY - SIMPLE ASSAULT,26,M,O,2020,2020-01-01,11
2020-01-08,400,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,2020,2020-01-01,4
2020-01-08,2230,Southwest,BATTERY - SIMPLE ASSAULT,18,F,H,2020,2020-01-01,22
2020-01-09,1750,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,2020,2020-01-01,17
2020-01-09,1248,Southwest,BATTERY - SIMPLE ASSAULT,19,M,H,2020,2020-01-01,12
2020-01-10,530,Southwest,BATTERY - SIMPLE ASSAULT,62,M,B,2020,2020-01-01,5
2020-01-11,800,Southwest,BATTERY - SIMPLE ASSAULT,34,F,B,2020,2020-01-01,8
2020-01-10,650,Southwest,BATTERY - SIMPLE ASSAULT,30,F,H,2020,2020-01-01,6
2020-01-09,1230,Southwest,BATTERY - SIMPLE ASSAULT,81,F,H,2020,2020-01-01,12
2020-01-11,835,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,B,2020,2020-01-01,8
2020-01-11,835,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,F,B,2020,2020-01-01,8
2020-01-11,330,Southwest,BATTERY - SIMPLE ASSAULT,26,M,B,2020,2020-01-01,3
2020-01-11,330,Southwest,BATTERY - SIMPLE ASSAULT,25,M,B,2020,2020-01-01,3
2020-01-11,1400,Southwest,BATTERY - SIMPLE ASSAULT,20,M,O,2020,2020-01-01,14
2020-01-12,1,Southwest,BATTERY - SIMPLE ASSAULT,28,M,B,2020,2020-01-01,0
2020-01-12,110,Southwest,BATTERY - SIMPLE ASSAULT,19,F,H,2020,2020-01-01,1
2020-01-11,1700,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,B,2020,2020-01-01,17
2020-01-12,400,Southwest,BATTERY - SIMPLE ASSAULT,37,F,H,2020,2020-01-01,4
2020-01-12,1700,Southwest,BATTERY - SIMPLE ASSAULT,25,F,B,2020,2020-01-01,17
2020-01-12,2100,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,W,2020,2020-01-01,21
2020-01-12,2250,Southwest,BATTERY - SIMPLE ASSAULT,42,M,H,2020,2020-01-01,22
2020-01-12,2310,Southwest,BATTERY - SIMPLE ASSAULT,32,M,H,2020,2020-01-01,23
2020-01-13,1815,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,H,2020,2020-01-01,18
2020-01-13,1100,Southwest,BATTERY - SIMPLE ASSAULT,68,F,B,2020,2020-01-01,11
2020-01-13,1800,Southwest,BATTERY - SIMPLE ASSAULT,73,F,H,2020,2020-01-01,18
2020-01-13,2140,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,X,X,2020,2020-01-01,21
2020-01-13,2140,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,X,X,2020,2020-01-01,21
2020-01-13,1700,Southwest,BATTERY - SIMPLE ASSAULT,73,F,H,2020,2020-01-01,17
2020-01-14,1000,Southwest,BATTERY - SIMPLE ASSAULT,63,F,B,2020,2020-01-01,10
2020-01-14,250,Southwest,BATTERY POLICE (SIMPLE),19,M,B,2020,2020-01-01,2
2020-01-14,750,Southwest,BATTERY - SIMPLE ASSAULT,33,M,W,2020,2020-01-01,7
2020-01-16,1600,Southwest,BATTERY - SIMPLE ASSAULT,56,M,B,2020,2020-01-01,16
2020-01-18,1407,Southwest,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-01-01,14
2020-01-18,1407,Southwest,BATTERY - SIMPLE ASSAULT,25,F,H,2020,2020-01-01,14
2020-01-18,200,Southwest,BATTERY - SIMPLE ASSAULT,26,M,H,2020,2020-01-01,2
2020-01-19,1430,Southwest,BATTERY - SIMPLE ASSAULT,54,M,H,2020,2020-01-01,14
2020-01-19,1920,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,2020,2020-01-01,19
2020-01-18,1200,Southwest,BATTERY - SIMPLE ASSAULT,68,F,W,2020,2020-01-01,12
2020-01-21,530,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,B,2020,2020-01-01,5
2020-01-21,530,Southwest,BATTERY - SIMPLE ASSAULT,30,M,B,2020,2020-01-01,5
2020-01-21,1150,Southwest,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-01-01,11
2020-01-20,1200,Southwest,BATTERY - SIMPLE ASSAULT,32,F,H,2020,2020-01-01,12
2020-01-20,1830,Southwest,BATTERY - SIMPLE ASSAULT,28,M,H,2020,2020-01-01,18
2020-01-21,1140,Southwest,BATTERY - SIMPLE ASSAULT,57,F,B,2020,2020-01-01,11
2020-01-21,1150,Southwest,BATTERY - SIMPLE ASSAULT,42,F,H,2020,2020-01-01,11
2020-01-22,1520,Southwest,BATTERY - SIMPLE ASSAULT,48,M,O,2020,2020-01-01,15
2020-01-21,1330,Southwest,BATTERY - SIMPLE ASSAULT,63,M,H,2020,2020-01-01,13
2020-01-22,1500,Southwest,BATTERY - SIMPLE ASSAULT,42,F,B,2020,2020-01-01,15
2020-01-23,200,Southwest,BATTERY - SIMPLE ASSAULT,28,F,H,2020,2020-01-01,2
2020-11-02,500,Hollywood,BATTERY - SIMPLE ASSAULT,57,M,W,2020,2020-11-01,5
2020-01-22,900,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,M,H,2020,2020-01-01,9
2020-11-11,1000,West LA,BATTERY - SIMPLE ASSAULT,50,M,O,2020,2020-11-01,10
2020-01-23,1125,Southwest,BATTERY - SIMPLE ASSAULT,31,F,B,2020,2020-01-01,11
2020-01-24,1605,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,2020,2020-01-01,16
2020-01-24,1700,Southwest,BATTERY - SIMPLE ASSAULT,15,F,H,2020,2020-01-01,17
2020-01-24,2320,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,O,2020,2020-01-01,23
2020-01-24,2350,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-01-01,23
2020-01-23,1115,Southwest,BATTERY - SIMPLE ASSAULT,39,M,B,2020,2020-01-01,11
2020-01-24,1200,Southwest,BATTERY - SIMPLE ASSAULT,41,F,H,2020,2020-01-01,12
2020-01-25,1610,Southwest,BATTERY - SIMPLE ASSAULT,57,M,B,2020,2020-01-01,16
2020-01-25,2345,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,F,B,2020,2020-01-01,23
2020-01-25,2315,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-01-01,23
2020-01-21,1120,Southwest,BATTERY - SIMPLE ASSAULT,22,F,B,2020,2020-01-01,11
2020-01-26,1000,Southwest,BATTERY - SIMPLE ASSAULT,23,F,H,2020,2020-01-01,10
2020-01-26,1828,Southwest,BATTERY - SIMPLE ASSAULT,35,M,A,2020,2020-01-01,18
2020-01-25,1634,Southwest,BATTERY - SIMPLE ASSAULT,13,M,B,2020,2020-01-01,16
2020-01-26,1330,Southwest,BATTERY - SIMPLE ASSAULT,57,F,H,2020,2020-01-01,13
2020-01-26,1515,Southwest,BATTERY - SIMPLE ASSAULT,20,F,B,2020,2020-01-01,15
2020-01-26,2345,Southwest,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-01-01,23
2020-01-25,845,Southwest,BATTERY - SIMPLE ASSAULT,60,F,B,2020,2020-01-01,8
2020-01-22,1500,Southwest,BATTERY - SIMPLE ASSAULT,12,M,H,2020,2020-01-01,15
2020-01-26,50,Southwest,BATTERY - SIMPLE ASSAULT,30,M,B,2020,2020-01-01,0
2020-01-27,1940,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,B,2020,2020-01-01,19
2020-01-27,1940,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,B,2020,2020-01-01,19
2020-01-28,20,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,B,2020,2020-01-01,0
2020-01-20,1515,Southwest,BATTERY - SIMPLE ASSAULT,13,F,H,2020,2020-01-01,15
2020-01-26,1730,Southwest,BATTERY - SIMPLE ASSAULT,67,F,B,2020,2020-01-01,17
2020-01-26,1730,Southwest,BATTERY - SIMPLE ASSAULT,73,F,B,2020,2020-01-01,17
2020-01-28,530,Southwest,BATTERY POLICE (SIMPLE),19,X,X,2020,2020-01-01,5
2020-01-24,1700,Southwest,BATTERY - SIMPLE ASSAULT,50,F,B,2020,2020-01-01,17
2020-01-26,100,Southwest,BATTERY - SIMPLE ASSAULT,28,M,B,2020,2020-01-01,1
2020-01-28,700,Southwest,BATTERY - SIMPLE ASSAULT,58,F,B,2020,2020-01-01,7
2020-01-28,1430,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",69,M,B,2020,2020-01-01,14
2020-01-27,1300,Southwest,BATTERY - SIMPLE ASSAULT,83,M,B,2020,2020-01-01,13
2020-01-29,1130,Southwest,BATTERY - SIMPLE ASSAULT,60,M,B,2020,2020-01-01,11
2020-01-29,2100,Southwest,BATTERY - SIMPLE ASSAULT,29,F,B,2020,2020-01-01,21
2020-01-27,2230,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,B,2020,2020-01-01,22
2020-01-30,30,Southwest,BATTERY - SIMPLE ASSAULT,21,M,W,2020,2020-01-01,0
2020-01-29,1400,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,B,2020,2020-01-01,14
2020-01-30,1500,Southwest,BATTERY - SIMPLE ASSAULT,68,M,B,2020,2020-01-01,15
2020-01-30,2205,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",17,F,B,2020,2020-01-01,22
2020-01-30,2205,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,X,X,2020,2020-01-01,22
2020-01-16,1810,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,F,W,2020,2020-01-01,18
2020-01-31,930,Southwest,BATTERY - SIMPLE ASSAULT,68,M,A,2020,2020-01-01,9
2020-01-30,840,Southwest,BATTERY - SIMPLE ASSAULT,46,M,B,2020,2020-01-01,8
2020-01-31,2100,Southwest,BATTERY - SIMPLE ASSAULT,28,M,H,2020,2020-01-01,21
2020-01-27,1805,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,W,2020,2020-01-01,18
2020-02-01,1500,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,F,H,2020,2020-02-01,15
2020-02-02,1430,Southwest,BATTERY - SIMPLE ASSAULT,49,F,B,2020,2020-02-01,14
2020-02-03,600,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,B,2020,2020-02-01,6
2020-01-31,1300,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,F,B,2020,2020-01-01,13
2020-01-31,1500,Southwest,BOMB SCARE,19,X,X,2020,2020-01-01,15
2020-02-04,1440,Southwest,BATTERY - SIMPLE ASSAULT,21,F,B,2020,2020-02-01,14
2020-02-04,1800,Southwest,BATTERY - SIMPLE ASSAULT,32,F,H,2020,2020-02-01,18
2020-02-05,1340,Southwest,BATTERY - SIMPLE ASSAULT,15,M,H,2020,2020-02-01,13
2020-02-05,1800,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,H,2020,2020-02-01,18
2020-02-05,2230,Southwest,BATTERY - SIMPLE ASSAULT,53,F,B,2020,2020-02-01,22
2020-04-15,2123,Van Nuys,BATTERY - SIMPLE ASSAULT,31,M,H,2020,2020-04-01,21
2020-05-18,1700,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,W,2020,2020-05-01,17
2020-02-06,1,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,F,W,2020,2020-02-01,0
2020-02-06,1800,Southwest,BATTERY - SIMPLE ASSAULT,15,F,B,2020,2020-02-01,18
2020-02-06,530,Southwest,BATTERY - SIMPLE ASSAULT,55,F,B,2020,2020-02-01,5
2020-12-02,1130,Harbor,BATTERY - SIMPLE ASSAULT,72,M,H,2020,2020-12-01,11
2020-02-01,1800,Southwest,BATTERY - SIMPLE ASSAULT,56,M,W,2020,2020-02-01,18
2020-02-06,1805,Southwest,BATTERY - SIMPLE ASSAULT,71,M,W,2020,2020-02-01,18
2020-02-08,1000,Southwest,BATTERY - SIMPLE ASSAULT,29,F,H,2020,2020-02-01,10
2020-03-29,1150,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,2020,2020-03-01,11
2020-01-06,1845,Wilshire,BATTERY - SIMPLE ASSAULT,63,F,W,2020,2020-01-01,18
2020-01-01,2200,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,2020,2020-01-01,22
2020-01-06,1755,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,A,2020,2020-01-01,17
2020-01-12,1945,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,F,H,2020,2020-01-01,19
2020-01-13,930,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,O,2020,2020-01-01,9
2020-01-19,450,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,H,2020,2020-01-01,4
2020-01-19,1330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,W,2020,2020-01-01,13
2020-01-19,1650,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,2020,2020-01-01,16
2020-08-07,1900,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,2020,2020-08-01,19
2020-01-01,35,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,H,2020,2020-01-01,0
2020-01-01,500,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,F,H,2020,2020-01-01,5
2020-01-01,2000,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,2020,2020-01-01,20
2020-01-01,130,Hollenbeck,BATTERY - SIMPLE ASSAULT,27,M,H,2020,2020-01-01,1
2020-01-02,5,Hollenbeck,BATTERY - SIMPLE ASSAULT,51,F,H,2020,2020-01-01,0
2020-01-02,1205,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,2020,2020-01-01,12
2020-01-02,1850,Hollenbeck,BATTERY - SIMPLE ASSAULT,49,F,H,2020,2020-01-01,18
2020-01-03,500,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,F,O,2020,2020-01-01,5
2020-01-03,2100,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,M,W,2020,2020-01-01,21
2020-01-04,1330,Hollenbeck,BATTERY - SIMPLE ASSAULT,21,M,H,2020,2020-01-01,13
2020-01-03,2043,Hollenbeck,BATTERY - SIMPLE ASSAULT,53,M,W,2020,2020-01-01,20
2020-01-03,2045,Hollenbeck,BATTERY - SIMPLE ASSAULT,40,M,B,2020,2020-01-01,20
2020-01-04,1320,Hollenbeck,BATTERY - SIMPLE ASSAULT,59,M,H,2020,2020-01-01,13
2020-01-04,755,Hollenbeck,BATTERY - SIMPLE ASSAULT,55,M,H,2020,2020-01-01,7
2020-09-02,2000,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,H,2020,2020-09-01,20
2020-01-06,1200,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,F,H,2020,2020-01-01,12
2020-01-06,905,Hollenbeck,BATTERY - SIMPLE ASSAULT,46,M,H,2020,2020-01-01,9
2020-03-07,1140,Harbor,BATTERY - SIMPLE ASSAULT,14,M,H,2020,2020-03-01,11
2020-01-05,2000,Hollenbeck,BATTERY - SIMPLE ASSAULT,63,F,H,2020,2020-01-01,20
2020-01-08,1320,Hollenbeck,BATTERY - SIMPLE ASSAULT,71,M,H,2020,2020-01-01,13
2020-01-09,1800,Hollenbeck,BATTERY - SIMPLE ASSAULT,32,F,B,2020,2020-01-01,18
2020-07-14,1235,Wilshire,BATTERY - SIMPLE ASSAULT,44,M,W,2020,2020-07-01,12
2020-01-09,2215,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,2020,2020-01-01,22
2020-01-10,2330,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",72,M,H,2020,2020-01-01,23
2020-04-02,2150,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,B,2020,2020-04-01,21
2020-01-11,1600,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,2020,2020-01-01,16
2020-01-12,1700,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,H,2020,2020-01-01,17
2020-01-12,1830,Hollenbeck,BATTERY - SIMPLE ASSAULT,43,F,H,2020,2020-01-01,18
2020-01-13,1900,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,M,W,2020,2020-01-01,19
2020-01-13,2000,Hollenbeck,BATTERY POLICE (SIMPLE),24,M,H,2020,2020-01-01,20
2020-01-13,1400,Hollenbeck,BATTERY - SIMPLE ASSAULT,61,M,H,2020,2020-01-01,14
2020-01-14,1930,Hollenbeck,BATTERY - SIMPLE ASSAULT,20,F,H,2020,2020-01-01,19
2020-01-15,1100,Hollenbeck,BATTERY - SIMPLE ASSAULT,58,M,H,2020,2020-01-01,11
2020-01-16,128,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,W,2020,2020-01-01,1
2020-01-16,1730,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,2020,2020-01-01,17
2020-01-16,35,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,F,H,2020,2020-01-01,0
2020-01-17,1530,Hollenbeck,BATTERY - SIMPLE ASSAULT,22,F,H,2020,2020-01-01,15
2020-09-20,130,West LA,BATTERY - SIMPLE ASSAULT,25,F,W,2020,2020-09-01,1
2020-01-18,1040,Hollenbeck,BATTERY - SIMPLE ASSAULT,29,F,A,2020,2020-01-01,10
2020-01-19,1030,Hollenbeck,BATTERY - SIMPLE ASSAULT,49,F,H,2020,2020-01-01,10
2020-09-28,145,Southwest,BATTERY - SIMPLE ASSAULT,29,M,H,2020,2020-09-01,1
2020-01-19,1650,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,H,2020,2020-01-01,16
2020-01-19,1710,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,W,2020,2020-01-01,17
2020-01-19,2140,Hollenbeck,BATTERY - SIMPLE ASSAULT,18,F,H,2020,2020-01-01,21
